Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
Dec-17,1135,Burts Miller Ranch,8000,1.9,0,0,28,56,-1
Jan-18,1135,Burts Miller Ranch,8000,3.1,1.6,5,28,56,-4
Feb-18,1135,Burts Miller Ranch,8000,4.6,4.2,11,24,45,-15
Mar-18,1135,Burts Miller Ranch,8000,5.1,4,15,31,53,-1
Oct-85,383,Camp Jackson,8858,0,0,,,,
Nov-85,383,Camp Jackson,8858,3.6,0,,,,
Dec-85,383,Camp Jackson,8858,11.7,7.8,,,,
Jan-86,383,Camp Jackson,8858,12.6,8.5,,,,
Feb-86,383,Camp Jackson,8858,13.8,10.3,,,,
Mar-86,383,Camp Jackson,8858,17.2,12.9,,,,
Apr-86,383,Camp Jackson,8858,20,11.9,,,,
May-86,383,Camp Jackson,8858,22.1,0,,,,
Jun-86,383,Camp Jackson,8858,23.5,0,,,,
Jul-86,383,Camp Jackson,8858,24.1,0,,,,
Aug-86,383,Camp Jackson,8858,25.6,0,,,,
Sep-86,383,Camp Jackson,8858,28.8,0,,,,
Oct-86,383,Camp Jackson,8858,0,0.1,,,,
Nov-86,383,Camp Jackson,8858,1.4,0.4,,,,
Dec-86,383,Camp Jackson,8858,2.5,1.4,,,,
Jan-87,383,Camp Jackson,8858,2.9,2.1,,,,
Feb-87,383,Camp Jackson,8858,6.3,6,,,,
Mar-87,383,Camp Jackson,8858,9.9,10.5,,,,
Apr-87,383,Camp Jackson,8858,13.2,14.3,,,,
May-87,383,Camp Jackson,8858,15.3,0,,,,
Jun-87,383,Camp Jackson,8858,17.8,0,,,,
Jul-87,383,Camp Jackson,8858,18.5,0,,,,
Aug-87,383,Camp Jackson,8858,21.4,0,,,,
Sep-87,383,Camp Jackson,8858,25,0,,,,
Oct-87,383,Camp Jackson,8858,0,0,,,,
Nov-87,383,Camp Jackson,8858,6.2,0,,,,
Dec-87,383,Camp Jackson,8858,11.4,1.2,,,,
Jan-88,383,Camp Jackson,8858,14.5,4.5,,,,
Feb-88,383,Camp Jackson,8858,18.6,9,,,,
Mar-88,383,Camp Jackson,8858,19.5,10.7,,,,
Apr-88,383,Camp Jackson,8858,20,9,,,,
May-88,383,Camp Jackson,8858,23,0,,,,
Jun-88,383,Camp Jackson,8858,24,0,,,,
Jul-88,383,Camp Jackson,8858,25.3,0,,,,
Aug-88,383,Camp Jackson,8858,27.4,0,,,,
Sep-88,383,Camp Jackson,8858,29.5,0,,,,
Oct-88,383,Camp Jackson,8858,0,0,,,,
Nov-88,383,Camp Jackson,8858,0.6,0,,,,
Dec-88,383,Camp Jackson,8858,2.5,1.4,,,,
Jan-89,383,Camp Jackson,8858,5.6,4.9,,,,
Feb-89,383,Camp Jackson,8858,8.5,8.3,,,,
Mar-89,383,Camp Jackson,8858,11.6,12.5,,,,
Apr-89,383,Camp Jackson,8858,14,9,,,,
May-89,383,Camp Jackson,8858,14,0,,,,
Jun-89,383,Camp Jackson,8858,15,0,,,,
Jul-89,383,Camp Jackson,8858,15.1,0,,,,
Aug-89,383,Camp Jackson,8858,18.1,0,,,,
Sep-89,383,Camp Jackson,8858,20.3,0,,,,
Oct-89,383,Camp Jackson,8858,0,0,,,,
Nov-89,383,Camp Jackson,8858,0.7,0,,,,
Dec-89,383,Camp Jackson,8858,0.8,0,,,,
Jan-90,383,Camp Jackson,8858,0.9,0,,,,
Feb-90,383,Camp Jackson,8858,3.4,2.7,,,,
Mar-90,383,Camp Jackson,8858,6.1,5.5,,,,
Apr-90,383,Camp Jackson,8858,8.4,5.1,,,,
May-90,383,Camp Jackson,8858,10.5,0.1,,,,
Jun-90,383,Camp Jackson,8858,11.5,0,,,,
Jul-90,383,Camp Jackson,8858,11.8,0,,,,
Aug-90,383,Camp Jackson,8858,14.7,0,,,,
Sep-90,383,Camp Jackson,8858,17.1,0,,,,
Oct-90,383,Camp Jackson,8858,0,0,,,,
Nov-90,383,Camp Jackson,8858,1.3,0,,,,
Dec-90,383,Camp Jackson,8858,2.8,0.3,,,,
Jan-91,383,Camp Jackson,8858,5.8,3.4,,,,
Feb-91,383,Camp Jackson,8858,7.3,4.8,,,,
Mar-91,383,Camp Jackson,8858,8.8,6.3,,,,
Apr-91,383,Camp Jackson,8858,14,12.1,,,,
May-91,383,Camp Jackson,8858,14.8,1.9,,,,
Jun-91,383,Camp Jackson,8858,15.7,0.2,,,,
Jul-91,383,Camp Jackson,8858,16.6,0,,,,
Aug-91,383,Camp Jackson,8858,18.9,0,,,,
Sep-91,383,Camp Jackson,8858,23.5,0,,,,
Oct-91,383,Camp Jackson,8858,0,0,,,,
Nov-91,383,Camp Jackson,8858,3.8,3.2,,,,
Dec-91,383,Camp Jackson,8858,7.1,5.5,,,,
Jan-92,383,Camp Jackson,8858,9.9,7.9,,,,
Feb-92,383,Camp Jackson,8858,12.7,11.3,,,,
Mar-92,383,Camp Jackson,8858,18.3,16.2,,,,
Apr-92,383,Camp Jackson,8858,24.6,20.8,,,,
May-92,383,Camp Jackson,8858,26.1,2.4,,,,
Jun-92,383,Camp Jackson,8858,30.6,0,,,,
Jul-92,383,Camp Jackson,8858,31,0,,,,
Aug-92,383,Camp Jackson,8858,33.6,0,,,,
Sep-92,383,Camp Jackson,8858,36.1,0,,,,
Oct-92,383,Camp Jackson,8858,0,0,,,,
Nov-92,383,Camp Jackson,8858,3.7,0.2,,,,
Dec-92,383,Camp Jackson,8858,5,1.8,,,,
Jan-93,383,Camp Jackson,8858,10.9,7.7,,,,
Feb-93,383,Camp Jackson,8858,21.9,20.8,,,,
Mar-93,383,Camp Jackson,8858,29.9,31.4,,,,
Apr-93,383,Camp Jackson,8858,32.8,29.6,,,,
May-93,383,Camp Jackson,8858,34,18.4,,,,
Jun-93,383,Camp Jackson,8858,35.9,0,,,,
Jul-93,383,Camp Jackson,8858,36.5,0,,,,
Aug-93,383,Camp Jackson,8858,36.5,0,,,,
Sep-93,383,Camp Jackson,8858,40.5,0,,,,
Oct-93,383,Camp Jackson,8858,0,0,,,,
Nov-93,383,Camp Jackson,8858,3.7,0,,,,
Dec-93,383,Camp Jackson,8858,6.1,2.2,,,,
Jan-94,383,Camp Jackson,8858,8,4.2,,,,
Feb-94,383,Camp Jackson,8858,9.9,6,,,,
Mar-94,383,Camp Jackson,8858,14.7,11.2,,,,
Apr-94,383,Camp Jackson,8858,15.2,9.4,,,,
May-94,383,Camp Jackson,8858,20.6,4.2,,,,
Jun-94,383,Camp Jackson,8858,21.1,0,,,,
Jul-94,383,Camp Jackson,8858,21.5,0,,,,
Aug-94,383,Camp Jackson,8858,22.1,0,,,,
Sep-94,383,Camp Jackson,8858,25,0,,,,
Oct-94,383,Camp Jackson,8858,0,0,,,,
Nov-94,383,Camp Jackson,8858,4.7,1.8,,,,
Dec-94,383,Camp Jackson,8858,7.5,5,,,,
Jan-95,383,Camp Jackson,8858,10.6,8.7,,,,
Feb-95,383,Camp Jackson,8858,14.9,14.3,,,,
Mar-95,383,Camp Jackson,8858,17.9,17.1,,,,
Apr-95,383,Camp Jackson,8858,22.8,20.6,,,,
May-95,383,Camp Jackson,8858,25.6,10.6,,,,
Jun-95,383,Camp Jackson,8858,29.6,0,,,,
Jul-95,383,Camp Jackson,8858,31.2,0,,,,
Aug-95,383,Camp Jackson,8858,32.6,0,,,,
Sep-95,383,Camp Jackson,8858,35.9,0,,,,
Oct-95,383,Camp Jackson,8858,0,0,,,,
Nov-95,383,Camp Jackson,8858,0.3,0,,,,
Dec-95,383,Camp Jackson,8858,1.2,0.4,,,,
Jan-96,383,Camp Jackson,8858,1.7,1,,,,
Feb-96,383,Camp Jackson,8858,3.7,3.1,,,,
Mar-96,383,Camp Jackson,8858,5.4,3.5,,,,
Apr-96,383,Camp Jackson,8858,6.5,1.8,,,,
May-96,383,Camp Jackson,8858,6.8,0,,,,
Jun-96,383,Camp Jackson,8858,8,0,,,,
Jul-96,383,Camp Jackson,8858,9.3,0,,,,
Aug-96,383,Camp Jackson,8858,13.1,0,,,,
Sep-96,383,Camp Jackson,8858,13.8,0,,,,
Oct-96,383,Camp Jackson,8858,0,0,,,,
Nov-96,383,Camp Jackson,8858,3.9,1.5,,,,
Dec-96,383,Camp Jackson,8858,7.6,5.4,,,,
Jan-97,383,Camp Jackson,8858,9.7,8.1,,,,
Feb-97,383,Camp Jackson,8858,18.3,18.9,,,,
Mar-97,383,Camp Jackson,8858,20.6,23,,,,
Apr-97,383,Camp Jackson,8858,21,20.5,,,,
May-97,383,Camp Jackson,8858,23.8,12.6,,,,
Jun-97,383,Camp Jackson,8858,25.7,0,,,,
Jul-97,383,Camp Jackson,8858,26.8,0,,,,
Aug-97,383,Camp Jackson,8858,29.7,0,,,,
Sep-97,383,Camp Jackson,8858,33.4,0,,,,
Oct-97,383,Camp Jackson,8858,0,0,,,,
Nov-97,383,Camp Jackson,8858,2.8,0.2,0,,,
Dec-97,383,Camp Jackson,8858,4.7,1.4,9,,,
Jan-98,383,Camp Jackson,8858,6.6,3.7,17,,,
Feb-98,383,Camp Jackson,8858,8.6,6.1,22,,,
Mar-98,383,Camp Jackson,8858,13.1,11.3,40,,,
Apr-98,383,Camp Jackson,8858,17.2,13.6,36,,,
May-98,383,Camp Jackson,8858,19.4,8,18,,,
Jun-98,383,Camp Jackson,8858,20.5,0,,,,
Jul-98,383,Camp Jackson,8858,21,0,,,,
Aug-98,383,Camp Jackson,8858,24.8,0,,,,
Sep-98,383,Camp Jackson,8858,26.4,0,0,,,
Oct-98,383,Camp Jackson,8858,0,0,0,,,
Nov-98,383,Camp Jackson,8858,6.9,0.2,3,,,
Dec-98,383,Camp Jackson,8858,9.5,2.3,13,,,
Jan-99,383,Camp Jackson,8858,10,2.8,16,,,
Feb-99,383,Camp Jackson,8858,11.7,4.4,25,,,
Mar-99,383,Camp Jackson,8858,13.4,6.8,26,,,
Apr-99,383,Camp Jackson,8858,13.7,1.6,4,,,
May-99,383,Camp Jackson,8858,20.4,1.6,2,,,
Jun-99,383,Camp Jackson,8858,21.7,0,0,,,
Jul-99,383,Camp Jackson,8858,23.1,0,,,,
Aug-99,383,Camp Jackson,8858,26.3,0,0,,,
Sep-99,383,Camp Jackson,8858,31.8,0,0,,,
Oct-99,383,Camp Jackson,8858,0,0,0,,,
Nov-99,383,Camp Jackson,8858,0,0,0,,,
Dec-99,383,Camp Jackson,8858,0.2,0,0,,,
Jan-00,383,Camp Jackson,8858,1,0.4,7,,,
Feb-00,383,Camp Jackson,8858,4.7,4.2,26,,,
Mar-00,383,Camp Jackson,8858,7.6,7.8,33,,,
Apr-00,383,Camp Jackson,8858,13.7,13.4,42,,,
May-00,383,Camp Jackson,8858,13.7,0,0,,,
Jun-00,383,Camp Jackson,8858,14.2,0,0,,,
Jul-00,383,Camp Jackson,8858,14.8,0,0,,,
Aug-00,383,Camp Jackson,8858,16.6,0,0,,,
Sep-00,383,Camp Jackson,8858,19,0,0,,,
Oct-00,383,Camp Jackson,8858,0,0,0,,,
Nov-00,383,Camp Jackson,8858,6,1.4,9,,,
Dec-00,383,Camp Jackson,8858,8.4,3.7,16,,,
Jan-01,383,Camp Jackson,8858,9.1,4.3,18,,,
Feb-01,383,Camp Jackson,8858,12.6,8.6,40,,,
Mar-01,383,Camp Jackson,8858,15.5,11.9,49,,,
Apr-01,383,Camp Jackson,8858,18.5,11.8,30,,,
May-01,383,Camp Jackson,8858,21.2,0,0,,,
Jun-01,383,Camp Jackson,8858,23,0,0,,,
Jul-01,383,Camp Jackson,8858,23.8,0,0,,,
Aug-01,383,Camp Jackson,8858,25.1,0,0,,,
Sep-01,383,Camp Jackson,8858,27.9,0,0,,,
Oct-01,383,Camp Jackson,8858,0,0,0,,,
Nov-01,383,Camp Jackson,8858,1,0,0,,,
Dec-01,383,Camp Jackson,8858,3.1,2.6,17,,,
Jan-02,383,Camp Jackson,8858,5.2,4.8,22,,,
Feb-02,383,Camp Jackson,8858,5.7,5.3,22,,,
Mar-02,383,Camp Jackson,8858,6,5.7,22,,,
Apr-02,383,Camp Jackson,8858,6.9,3.1,12,,,
May-02,383,Camp Jackson,8858,8.9,0,0,,,
Jun-02,383,Camp Jackson,8858,9.6,0,0,,,
Jul-02,383,Camp Jackson,8858,9.9,0,0,,,
Aug-02,383,Camp Jackson,8858,12.1,0,0,,,
Sep-02,383,Camp Jackson,8858,12.9,0,0,,,
Oct-02,383,Camp Jackson,8858,0,0,0,40,58,21
Nov-02,383,Camp Jackson,8858,3.2,1.1,5,34,53,18
Dec-02,383,Camp Jackson,8858,4.9,1.5,8,26,42,7
Jan-03,383,Camp Jackson,8858,6.9,3.3,19,34,50,17
Feb-03,383,Camp Jackson,8858,7.2,3.6,16,26,46,4
Mar-03,383,Camp Jackson,8858,12.6,9.5,49,33,54,10
Apr-03,383,Camp Jackson,8858,15.6,11.9,35,38,57,20
May-03,383,Camp Jackson,8858,16,0,0,50,75,25
Jun-03,383,Camp Jackson,8858,16.3,0,0,57,74,35
Jul-03,383,Camp Jackson,8858,17.1,0,0,65,84,49
Aug-03,383,Camp Jackson,8858,18.8,0,0,59,77,47
Sep-03,383,Camp Jackson,8858,22.7,0,0,53,72,34
Oct-03,383,Camp Jackson,8858,0,0,0,48,67,31
Nov-03,383,Camp Jackson,8858,0.7,0,0,31,50,5
Dec-03,383,Camp Jackson,8858,4.4,1.8,10,27,47,5
Jan-04,383,Camp Jackson,8858,7.2,5.2,26,25,47,-1
Feb-04,383,Camp Jackson,8858,10.1,10.4,36,25,47,0
Mar-04,383,Camp Jackson,8858,14.9,16.5,58,39,64,11
Apr-04,383,Camp Jackson,8858,15.3,7.7,17,40,61,26
May-04,383,Camp Jackson,8858,18.8,0.8,2,50,69,32
Jun-04,383,Camp Jackson,8858,18.8,0,0,56,75,33
Jul-04,383,Camp Jackson,8858,19.5,0,0,60,78,46
Aug-04,383,Camp Jackson,8858,20.2,0,0,57,75,43
Sep-04,383,Camp Jackson,8858,22.9,0,0,50,72,29
Oct-04,383,Camp Jackson,8858,0,0,0,41,59,19
Nov-04,383,Camp Jackson,8858,3.9,0.8,5,32,54,5
Dec-04,383,Camp Jackson,8858,8.1,4.3,17,28,53,4
Jan-05,383,Camp Jackson,8858,12.2,9,27,30,54,6
Feb-05,383,Camp Jackson,8858,24.6,24.4,69,29,42,11
Mar-05,383,Camp Jackson,8858,29.5,31.3,79,32,54,16
Apr-05,383,Camp Jackson,8858,33,35.8,78,39,58,20
May-05,383,Camp Jackson,8858,35.3,25.6,46,48,73,26
Jun-05,383,Camp Jackson,8858,37.2,0,0,54,76,35
Jul-05,383,Camp Jackson,8858,38.5,0,0,63,81,49
Aug-05,383,Camp Jackson,8858,39.2,0,0,56,70,47
Sep-05,383,Camp Jackson,8858,44.8,0,0,52,67,38
Oct-05,383,Camp Jackson,8858,0,0,0,43,62,28
Nov-05,383,Camp Jackson,8858,1.7,0,0,36,56,9
Dec-05,383,Camp Jackson,8858,2.6,0,0,28,49,0
Jan-06,383,Camp Jackson,8858,3.8,0.8,7,28,50,8
Feb-06,383,Camp Jackson,8858,5.3,2.8,16,30,49,7
Mar-06,383,Camp Jackson,8858,5.8,2.9,12,30,49,5
Apr-06,383,Camp Jackson,8858,11.2,8.1,25,42,63,21
May-06,383,Camp Jackson,8858,12.4,0,0,52,72,34
Jun-06,383,Camp Jackson,8858,12.5,0,0,59,79,41
Jul-06,383,Camp Jackson,8858,13.1,0,0,61,79,48
Aug-06,383,Camp Jackson,8858,17.9,0,0,57,71,45
Sep-06,383,Camp Jackson,8858,21.1,0,0,48,70,29
Oct-06,383,Camp Jackson,8858,0,0,0,42,65,22
Nov-06,383,Camp Jackson,8858,6.8,0,0,36,60,5
Dec-06,383,Camp Jackson,8858,8.2,0.7,9,29,47,5
Jan-07,383,Camp Jackson,8858,9.8,1.8,14,26,46,-6
Feb-07,383,Camp Jackson,8858,11.1,3.1,25,30,52,5
Mar-07,383,Camp Jackson,8858,12.9,5.1,28,37,60,4
Apr-07,383,Camp Jackson,8858,13.9,0.3,1,41,66,21
May-07,383,Camp Jackson,8858,16,0,0,48,69,28
Jun-07,383,Camp Jackson,8858,17.9,0,0,59,78,33
Jul-07,383,Camp Jackson,8858,18.7,0,0,63,82,51
Aug-07,383,Camp Jackson,8858,22.4,0,0,60,77,47
Sep-07,383,Camp Jackson,8858,24.7,0,0,53,73,30
Oct-07,383,Camp Jackson,8858,0,0,0,44,61,21
Nov-07,383,Camp Jackson,8858,1.1,0,0,38,58,15
Dec-07,383,Camp Jackson,8858,3.5,1.6,7,23,53,-2
Jan-08,383,Camp Jackson,8858,9,7.4,31,21,43,-7
Feb-08,383,Camp Jackson,8858,16.1,17.1,60,28,53,8
Mar-08,383,Camp Jackson,8858,21.8,24.2,69,33,53,9
Apr-08,383,Camp Jackson,8858,21.9,22.8,48,38,59,20
May-08,383,Camp Jackson,8858,22.7,5.7,14,45,76,20
Jun-08,383,Camp Jackson,8858,25.9,0,0,57,75,33
Jul-08,383,Camp Jackson,8858,26.8,0,0,61,77,49
Aug-08,383,Camp Jackson,8858,29.6,0,0,60,78,46
Sep-08,383,Camp Jackson,8858,31,0,0,53,71,39
Oct-08,383,Camp Jackson,8858,0,0,0,45,66,19
Nov-08,383,Camp Jackson,8858,1.6,0,0,37,59,14
Dec-08,383,Camp Jackson,8858,3.4,1.1,7,26,49,-2
Jan-09,383,Camp Jackson,8858,9.6,7.9,34,31,51,9
Feb-09,383,Camp Jackson,8858,10.8,10.1,29,29,47,8
Mar-09,383,Camp Jackson,8858,12.7,12.7,32,34,57,11
Apr-09,383,Camp Jackson,8858,13.4,8.5,18,39,62,17
May-09,383,Camp Jackson,8858,15.3,0,0,52,74,37
Jun-09,383,Camp Jackson,8858,19.7,0,0,53,75,36
Jul-09,383,Camp Jackson,8858,21,0,0,62,81,48
Aug-09,383,Camp Jackson,8858,22.4,0,0,60,78,42
Sep-09,383,Camp Jackson,8858,22.9,0,0,53,71,29
Oct-09,383,Camp Jackson,8858,0,0,0,40,63,18
Nov-09,383,Camp Jackson,8858,2.3,1.1,5,36,57,15
Dec-09,383,Camp Jackson,8858,2.9,0.3,3,22,45,-2
Jan-10,383,Camp Jackson,8858,9.2,6.4,33,27,45,10
Feb-10,383,Camp Jackson,8858,16.7,14.5,59,26,40,11
Mar-10,383,Camp Jackson,8858,19.8,18.2,63,32,55,17
Apr-10,383,Camp Jackson,8858,23.9,22.3,62,38,60,17
May-10,383,Camp Jackson,8858,25.4,12.8,24,45,70,26
Jun-10,383,Camp Jackson,8858,25.8,0,0,57,79,35
Jul-10,383,Camp Jackson,8858,26.3,0,0,61,83,46
Aug-10,383,Camp Jackson,8858,29.1,0,0,57,74,43
Sep-10,383,Camp Jackson,8858,31.9,0,0,56,73,39
Oct-10,383,Camp Jackson,8858,0,0,0,44,70,22
Nov-10,383,Camp Jackson,8858,3.2,0,0,31,61,2
Dec-10,383,Camp Jackson,8858,5.3,1.2,12,31,48,-1
Jan-11,383,Camp Jackson,8858,15.2,13.6,50,27,47,-9
Feb-11,383,Camp Jackson,8858,15.6,14.2,37,25,47,-12
Mar-11,383,Camp Jackson,8858,17.3,16.1,43,35,53,18
Apr-11,383,Camp Jackson,8858,18.6,12.1,24,38,60,17
May-11,383,Camp Jackson,8858,20.4,0,0,45,68,24
Jun-11,383,Camp Jackson,8858,23,0,0,57,76,38
Jul-11,383,Camp Jackson,8858,23.2,0,0,61,79,46
Aug-11,383,Camp Jackson,8858,27,0,0,61,77,50
Sep-11,383,Camp Jackson,8858,29.6,0,0,53,71,40
Oct-11,383,Camp Jackson,8858,0,0,0,43,64,24
Nov-11,383,Camp Jackson,8858,2.3,0,0,32,53,16
Dec-11,383,Camp Jackson,8858,5.2,2.2,9,27,47,1
Jan-12,383,Camp Jackson,8858,9,5.9,22,31,50,11
Feb-12,383,Camp Jackson,8858,11,8,29,26,43,11
Mar-12,383,Camp Jackson,8858,14.4,11.8,42,36,58,13
Apr-12,383,Camp Jackson,8858,15.3,4.1,10,43,70,22
May-12,383,Camp Jackson,8858,15.8,0,0,51,71,31
Jun-12,383,Camp Jackson,8858,16,0,0,61,79,40
Jul-12,383,Camp Jackson,8858,16.1,0,0,61,80,49
Aug-12,383,Camp Jackson,8858,18.1,0,0,61,77,47
Sep-12,383,Camp Jackson,8858,21.6,0,0,55,71,38
Oct-12,383,Camp Jackson,8858,0,0,0,46,67,17
Nov-12,383,Camp Jackson,8858,1.3,0,0,37,59,13
Dec-12,383,Camp Jackson,8858,1.7,0,0,25,47,2
Jan-13,383,Camp Jackson,8858,6.3,3.9,23,24,50,-7
Feb-13,383,Camp Jackson,8858,10.2,7.3,34,25,46,4
Mar-13,383,Camp Jackson,8858,11.6,8.8,35,36,59,11
Apr-13,383,Camp Jackson,8858,13,8.4,24,40,66,14
May-13,383,Camp Jackson,8858,13.9,0,0,48,70,27
Jun-13,383,Camp Jackson,8858,15.4,0,0,61,83,42
Jul-13,383,Camp Jackson,8858,15.5,0,0,61,80,48
Aug-13,383,Camp Jackson,8858,19.5,0,0,58,74,45
Sep-13,383,Camp Jackson,8858,24.7,0,0,52,74,30
Oct-13,383,Camp Jackson,8858,0,0,0,40,62,24
Nov-13,383,Camp Jackson,8858,1.7,0.4,1,34,54,20
Dec-13,383,Camp Jackson,8858,6.1,4,17,26,48,-4
Jan-14,383,Camp Jackson,8858,7.3,5.1,19,31,48,11
Feb-14,383,Camp Jackson,8858,8,5.2,24,31,52,6
Mar-14,383,Camp Jackson,8858,9,6.9,21,35,53,18
Apr-14,383,Camp Jackson,8858,10.2,5,10,39,62,22
May-14,383,Camp Jackson,8858,11.5,0,0,48,72,26
Jun-14,383,Camp Jackson,8858,13.1,0,0,58,79,41
Jul-14,383,Camp Jackson,8858,13.1,0,0,62,82,44
Aug-14,383,Camp Jackson,8858,16.4,0,0,57,75,43
Sep-14,383,Camp Jackson,8858,20.1,0,0,54,74,36
Oct-14,383,Camp Jackson,8858,0,0,0,47,63,32
Nov-14,383,Camp Jackson,8858,1.1,0,0,35,55,11
Dec-14,383,Camp Jackson,8858,2.4,0.3,2,28,46,6
Jan-15,383,Camp Jackson,8858,5,2.5,14,33,55,7
Feb-15,383,Camp Jackson,8858,8.2,6.1,23,35,55,14
Mar-15,383,Camp Jackson,8858,10.7,8.8,34,40,62,12
Apr-15,383,Camp Jackson,8858,13,4.3,9,40,62,18
May-15,383,Camp Jackson,8858,14.8,0,0,45,71,27
Jun-15,383,Camp Jackson,8858,17.7,0,0,58,79,40
Jul-15,383,Camp Jackson,8858,20.7,0,0,57,78,44
Aug-15,383,Camp Jackson,8858,25.4,0,0,59,76,47
Sep-15,383,Camp Jackson,8858,28.2,0,0,56,73,42
Oct-15,383,Camp Jackson,8858,0,0,0,47,68,32
Nov-15,383,Camp Jackson,8858,2.2,0,0,31,54,6
Dec-15,383,Camp Jackson,8858,6.2,3.6,14,25,49,4
Jan-16,383,Camp Jackson,8858,10.4,8.1,30,27,47,6
Feb-16,383,Camp Jackson,8858,14.7,12.3,40,34,56,0
Mar-16,383,Camp Jackson,8858,16,12.8,28,36,53,20
Apr-16,383,Camp Jackson,8858,17.3,10.4,20,40,62,25
May-16,383,Camp Jackson,8858,20,1.1,3,47,68,31
Jun-16,383,Camp Jackson,8858,22,0,0,61,82,43
Jul-16,383,Camp Jackson,8858,23.7,0,0,61,79,47
Aug-16,383,Camp Jackson,8858,28.7,0,0,56,73,42
Sep-16,383,Camp Jackson,8858,37.2,0,0,51,69,34
Oct-16,383,Camp Jackson,8858,0,0,0,47,62,30
Nov-16,383,Camp Jackson,8858,0.5,0,0,36,58,9
Dec-16,383,Camp Jackson,8858,2.9,1.4,7,27,47,5
Jan-17,383,Camp Jackson,8858,6.5,5.8,20,26,49,2
Feb-17,383,Camp Jackson,8858,12.7,13.2,42,32,51,6
Mar-17,383,Camp Jackson,8858,14.9,15.3,42,39,60,5
Apr-17,383,Camp Jackson,8858,15.9,8.6,21,40,61,21
May-17,383,Camp Jackson,8858,16.3,0,0,48,70,24
Jun-17,383,Camp Jackson,8858,17.4,0,0,61,81,35
Jul-17,383,Camp Jackson,8858,17.4,0,0,61,81,48
Aug-17,383,Camp Jackson,8858,22.1,0,0,58,75,45
Sep-17,383,Camp Jackson,8858,26.4,0,0,52,78,30
Oct-17,383,Camp Jackson,8858,0,0,0,45,64,26
Nov-17,383,Camp Jackson,8858,0.2,0,0,40,58,17
Dec-17,383,Camp Jackson,8858,0.4,0,0,34,54,11
Jan-18,383,Camp Jackson,8858,1,0.2,1,32,50,10
Feb-18,383,Camp Jackson,8858,2.5,1.8,7,29,48,3
Mar-18,383,Camp Jackson,8858,4.8,4.2,17,33,50,10
Nov-02,1039,Cascade Mountain,7774,1.7,0.3,1,33,58,15
Dec-02,1039,Cascade Mountain,7774,4.7,2.1,7,29,48,13
Jan-03,1039,Cascade Mountain,7774,8.5,5.2,25,35,50,22
Feb-03,1039,Cascade Mountain,7774,10,6.4,23,27,49,7
Mar-03,1039,Cascade Mountain,7774,12.6,9.5,34,35,57,17
Apr-03,1039,Cascade Mountain,7774,15.3,10.7,31,40,60,20
May-03,1039,Cascade Mountain,7774,19.1,1.8,7,51,80,28
Jun-03,1039,Cascade Mountain,7774,23.3,0,0,58,78,35
Jul-03,1039,Cascade Mountain,7774,25.8,0,0,70,86,55
Aug-03,1039,Cascade Mountain,7774,26.5,0,0,65,82,46
Sep-03,1039,Cascade Mountain,7774,28.1,0,0,56,74,31
Oct-03,1039,Cascade Mountain,7774,0,0,0,51,71,23
Nov-03,1039,Cascade Mountain,7774,1.1,0.7,2,31,52,3
Dec-03,1039,Cascade Mountain,7774,7.3,5.4,21,30,53,9
Jan-04,1039,Cascade Mountain,7774,14,12,50,28,51,5
Feb-04,1039,Cascade Mountain,7774,16.1,13.8,50,26,48,5
Mar-04,1039,Cascade Mountain,7774,20.8,19,67,41,67,17
Apr-04,1039,Cascade Mountain,7774,22.6,13.7,37,42,61,25
May-04,1039,Cascade Mountain,7774,25.2,0.7,7,50,71,30
Jun-04,1039,Cascade Mountain,7774,26.5,0,0,58,76,34
Jul-04,1039,Cascade Mountain,7774,29.2,0,0,65,80,52
Aug-04,1039,Cascade Mountain,7774,30,0,0,61,78,39
Sep-04,1039,Cascade Mountain,7774,31.3,0,0,54,78,31
Oct-04,1039,Cascade Mountain,7774,0,0,0,43,66,17
Nov-04,1039,Cascade Mountain,7774,9.6,3.8,14,33,59,9
Dec-04,1039,Cascade Mountain,7774,12.1,4.4,18,30,53,5
Jan-05,1039,Cascade Mountain,7774,16.5,8.9,29,32,60,11
Feb-05,1039,Cascade Mountain,7774,22.1,13.5,42,31,44,13
Mar-05,1039,Cascade Mountain,7774,27.5,18.6,59,33,52,16
Apr-05,1039,Cascade Mountain,7774,34.9,27,83,40,60,21
May-05,1039,Cascade Mountain,7774,40.2,22.5,52,49,71,29
Jun-05,1039,Cascade Mountain,7774,48.2,0,0,54,78,30
Jul-05,1039,Cascade Mountain,7774,50.2,0,0,68,85,51
Aug-05,1039,Cascade Mountain,7774,50.5,0,0,63,80,42
Sep-05,1039,Cascade Mountain,7774,51.2,0,0,55,75,35
Oct-05,1039,Cascade Mountain,7774,0,0,0,46,67,26
Nov-05,1039,Cascade Mountain,7774,4.1,0,0,36,58,10
Dec-05,1039,Cascade Mountain,7774,6.8,2.8,13,28,52,4
Jan-06,1039,Cascade Mountain,7774,14,9.2,41,29,54,9
Feb-06,1039,Cascade Mountain,7774,18.8,14,51,28,51,7
Mar-06,1039,Cascade Mountain,7774,20.9,16.1,49,31,53,13
