,Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Precipitation Increment (in),Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),year,month,Longitude,Latitude
9690,May-82,432,Currant Creek,7915,24.8,0.9,3.8,,,,,1982,May,111.08333333333333,40.35
9691,Jun-82,432,Currant Creek,7915,25.7,0.3,0.0,,,,,1982,Jun,111.08333333333333,40.35
9692,Jul-82,432,Currant Creek,7915,26.0,0.2,0.0,,,,,1982,Jul,111.08333333333333,40.35
9693,Aug-82,432,Currant Creek,7915,26.2,1.1,0.0,,,,,1982,Aug,111.08333333333333,40.35
9694,Sep-82,432,Currant Creek,7915,27.3,5.6,0.0,,,,,1982,Sep,111.08333333333333,40.35
9695,Oct-82,432,Currant Creek,7915,0.0,1.3,1.9,,,,,1982,Oct,111.08333333333333,40.35
9696,Nov-82,432,Currant Creek,7915,1.3,4.6,0.5,,,,,1982,Nov,111.08333333333333,40.35
9697,Dec-82,432,Currant Creek,7915,5.9,2.4,5.2,,,,,1982,Dec,111.08333333333333,40.35
9698,Jan-83,432,Currant Creek,7915,8.3,1.6,6.8,,,,,1983,Jan,111.08333333333333,40.35
9699,Feb-83,432,Currant Creek,7915,9.9,3.8,9.2,,,,,1983,Feb,111.08333333333333,40.35
9700,Mar-83,432,Currant Creek,7915,13.7,2.9,13.7,,,,,1983,Mar,111.08333333333333,40.35
9701,Apr-83,432,Currant Creek,7915,16.6,1.9,17.3,,,,,1983,Apr,111.08333333333333,40.35
9702,May-83,432,Currant Creek,7915,18.5,1.6,13.2,,,,,1983,May,111.08333333333333,40.35
9703,Jun-83,432,Currant Creek,7915,20.1,1.7,0.0,,,,,1983,Jun,111.08333333333333,40.35
9704,Jul-83,432,Currant Creek,7915,21.8,1.8,0.0,,,,,1983,Jul,111.08333333333333,40.35
9705,Aug-83,432,Currant Creek,7915,23.6,2.2,0.0,,,,,1983,Aug,111.08333333333333,40.35
9706,Sep-83,432,Currant Creek,7915,25.8,3.2,0.0,,,,,1983,Sep,111.08333333333333,40.35
9707,Oct-83,432,Currant Creek,7915,0.0,1.5,0.0,,,,,1983,Oct,111.08333333333333,40.35
9708,Nov-83,432,Currant Creek,7915,1.5,4.0,0.0,,,,,1983,Nov,111.08333333333333,40.35
9709,Dec-83,432,Currant Creek,7915,5.5,6.3,3.0,,,,,1983,Dec,111.08333333333333,40.35
9710,Jan-84,432,Currant Creek,7915,11.8,1.3,9.8,,,,,1984,Jan,111.08333333333333,40.35
9711,Feb-84,432,Currant Creek,7915,13.1,1.5,10.6,,,,,1984,Feb,111.08333333333333,40.35
9712,Mar-84,432,Currant Creek,7915,14.6,1.3,13.4,,,,,1984,Mar,111.08333333333333,40.35
9713,Apr-84,432,Currant Creek,7915,15.9,2.2,17.8,,,,,1984,Apr,111.08333333333333,40.35
9714,May-84,432,Currant Creek,7915,18.1,0.2,9.1,,,,,1984,May,111.08333333333333,40.35
9715,Jun-84,432,Currant Creek,7915,18.3,2.5,0.0,,,,,1984,Jun,111.08333333333333,40.35
9716,Jul-84,432,Currant Creek,7915,20.8,3.7,0.0,,,,,1984,Jul,111.08333333333333,40.35
9717,Aug-84,432,Currant Creek,7915,24.5,2.2,0.0,,,,,1984,Aug,111.08333333333333,40.35
9718,Sep-84,432,Currant Creek,7915,26.7,1.7,0.0,,,,,1984,Sep,111.08333333333333,40.35
9719,Oct-84,432,Currant Creek,7915,0.0,3.3,0.0,,,,,1984,Oct,111.08333333333333,40.35
9720,Nov-84,432,Currant Creek,7915,3.3,3.7,1.3,,,,,1984,Nov,111.08333333333333,40.35
9721,Dec-84,432,Currant Creek,7915,7.0,4.0,4.9,,,,,1984,Dec,111.08333333333333,40.35
9722,Jan-85,432,Currant Creek,7915,11.0,1.5,9.1,,,,,1985,Jan,111.08333333333333,40.35
9723,Feb-85,432,Currant Creek,7915,12.5,1.8,11.1,,,,,1985,Feb,111.08333333333333,40.35
9724,Mar-85,432,Currant Creek,7915,14.3,3.0,13.1,,,,,1985,Mar,111.08333333333333,40.35
9725,Apr-85,432,Currant Creek,7915,17.3,0.8,17.3,,,,,1985,Apr,111.08333333333333,40.35
9726,May-85,432,Currant Creek,7915,18.1,1.5,0.0,,,,,1985,May,111.08333333333333,40.35
9727,Jun-85,432,Currant Creek,7915,19.6,2.0,0.0,,,,,1985,Jun,111.08333333333333,40.35
9728,Jul-85,432,Currant Creek,7915,21.6,3.7,0.0,,,,,1985,Jul,111.08333333333333,40.35
9729,Aug-85,432,Currant Creek,7915,25.3,0.0,0.0,,,,,1985,Aug,111.08333333333333,40.35
9730,Sep-85,432,Currant Creek,7915,25.3,2.6,0.0,,,,,1985,Sep,111.08333333333333,40.35
9731,Oct-85,432,Currant Creek,7915,0.0,2.5,0.0,,,,,1985,Oct,111.08333333333333,40.35
9732,Nov-85,432,Currant Creek,7915,2.5,7.0,0.0,,,,,1985,Nov,111.08333333333333,40.35
9733,Dec-85,432,Currant Creek,7915,9.5,1.8,6.2,,,,,1985,Dec,111.08333333333333,40.35
9734,Jan-86,432,Currant Creek,7915,11.3,1.4,7.6,,,,,1986,Jan,111.08333333333333,40.35
9735,Feb-86,432,Currant Creek,7915,12.7,6.6,10.0,,,,,1986,Feb,111.08333333333333,40.35
9736,Mar-86,432,Currant Creek,7915,19.3,2.2,16.1,,,,,1986,Mar,111.08333333333333,40.35
9737,Apr-86,432,Currant Creek,7915,21.5,3.3,9.7,,,,,1986,Apr,111.08333333333333,40.35
9738,May-86,432,Currant Creek,7915,24.8,1.0,0.0,,,,,1986,May,111.08333333333333,40.35
9739,Jun-86,432,Currant Creek,7915,25.8,0.2,0.0,,,,,1986,Jun,111.08333333333333,40.35
9740,Jul-86,432,Currant Creek,7915,26.0,1.7,0.0,,,,,1986,Jul,111.08333333333333,40.35
9741,Aug-86,432,Currant Creek,7915,27.7,0.4,0.0,,,,,1986,Aug,111.08333333333333,40.35
9742,Sep-86,432,Currant Creek,7915,28.1,2.2,0.0,,,,,1986,Sep,111.08333333333333,40.35
9743,Oct-86,432,Currant Creek,7915,0.0,2.8,0.0,,,,,1986,Oct,111.08333333333333,40.35
9744,Nov-86,432,Currant Creek,7915,2.8,1.7,0.0,,,,,1986,Nov,111.08333333333333,40.35
9745,Dec-86,432,Currant Creek,7915,4.5,1.1,0.3,,,,,1986,Dec,111.08333333333333,40.35
9746,Jan-87,432,Currant Creek,7915,5.6,1.9,0.5,,,,,1987,Jan,111.08333333333333,40.35
9747,Feb-87,432,Currant Creek,7915,7.5,1.4,2.4,,,,,1987,Feb,111.08333333333333,40.35
9748,Mar-87,432,Currant Creek,7915,8.9,1.7,3.9,,,,,1987,Mar,111.08333333333333,40.35
9749,Apr-87,432,Currant Creek,7915,10.6,0.2,5.0,,,,,1987,Apr,111.08333333333333,40.35
9750,May-87,432,Currant Creek,7915,10.8,2.7,0.0,,,,,1987,May,111.08333333333333,40.35
9751,Jun-87,432,Currant Creek,7915,13.5,0.9,0.0,,,,,1987,Jun,111.08333333333333,40.35
9752,Jul-87,432,Currant Creek,7915,14.4,1.2,0.0,,,,,1987,Jul,111.08333333333333,40.35
9753,Aug-87,432,Currant Creek,7915,15.6,1.5,0.0,,,,,1987,Aug,111.08333333333333,40.35
9754,Sep-87,432,Currant Creek,7915,17.1,0.6,0.0,,,,,1987,Sep,111.08333333333333,40.35
9755,Oct-87,432,Currant Creek,7915,0.0,1.3,0.0,,,,,1987,Oct,111.08333333333333,40.35
9756,Nov-87,432,Currant Creek,7915,1.3,1.5,0.0,,,,,1987,Nov,111.08333333333333,40.35
9757,Dec-87,432,Currant Creek,7915,2.8,2.0,0.0,,,,,1987,Dec,111.08333333333333,40.35
9758,Jan-88,432,Currant Creek,7915,4.8,2.3,1.6,,,,,1988,Jan,111.08333333333333,40.35
9759,Feb-88,432,Currant Creek,7915,7.1,2.2,4.6,,,,,1988,Feb,111.08333333333333,40.35
9760,Mar-88,432,Currant Creek,7915,9.3,1.3,6.5,,,,,1988,Mar,111.08333333333333,40.35
9761,Apr-88,432,Currant Creek,7915,10.6,1.3,7.3,,,,,1988,Apr,111.08333333333333,40.35
9762,May-88,432,Currant Creek,7915,11.9,0.9,0.0,,,,,1988,May,111.08333333333333,40.35
9763,Jun-88,432,Currant Creek,7915,12.8,1.0,0.0,,,,,1988,Jun,111.08333333333333,40.35
9764,Jul-88,432,Currant Creek,7915,13.8,0.6,0.0,,,,,1988,Jul,111.08333333333333,40.35
9765,Aug-88,432,Currant Creek,7915,14.4,1.1,0.0,,,,,1988,Aug,111.08333333333333,40.35
9766,Sep-88,432,Currant Creek,7915,15.5,0.6,0.0,,,,,1988,Sep,111.08333333333333,40.35
9767,Oct-88,432,Currant Creek,7915,0.0,0.8,0.0,,,,,1988,Oct,111.08333333333333,40.35
9768,Nov-88,432,Currant Creek,7915,0.8,3.5,0.0,,,,,1988,Nov,111.08333333333333,40.35
9769,Dec-88,432,Currant Creek,7915,4.3,2.2,2.0,,,,,1988,Dec,111.08333333333333,40.35
9770,Jan-89,432,Currant Creek,7915,6.5,1.9,5.2,,,,,1989,Jan,111.08333333333333,40.35
9771,Feb-89,432,Currant Creek,7915,8.4,3.0,6.1,,,,,1989,Feb,111.08333333333333,40.35
9772,Mar-89,432,Currant Creek,7915,11.4,2.6,8.6,,,,,1989,Mar,111.08333333333333,40.35
9773,Apr-89,432,Currant Creek,7915,14.0,1.5,10.3,,,,,1989,Apr,111.08333333333333,40.35
9774,May-89,432,Currant Creek,7915,15.5,0.6,0.0,,,,,1989,May,111.08333333333333,40.35
9775,Jun-89,432,Currant Creek,7915,16.1,0.6,0.0,,,,,1989,Jun,111.08333333333333,40.35
9776,Jul-89,432,Currant Creek,7915,16.7,0.5,0.0,,,,,1989,Jul,111.08333333333333,40.35
9777,Aug-89,432,Currant Creek,7915,17.2,1.7,0.0,,,,,1989,Aug,111.08333333333333,40.35
9778,Sep-89,432,Currant Creek,7915,18.9,2.5,0.0,,,,,1989,Sep,111.08333333333333,40.35
9779,Oct-89,432,Currant Creek,7915,0.0,1.3,0.0,,,,,1989,Oct,111.08333333333333,40.35
9780,Nov-89,432,Currant Creek,7915,1.3,1.6,0.0,,,,,1989,Nov,111.08333333333333,40.35
9781,Dec-89,432,Currant Creek,7915,2.9,0.1,1.6,,,,,1989,Dec,111.08333333333333,40.35
9782,Jan-90,432,Currant Creek,7915,3.0,3.9,1.7,,,,,1990,Jan,111.08333333333333,40.35
9783,Feb-90,432,Currant Creek,7915,6.9,3.2,4.6,,,,,1990,Feb,111.08333333333333,40.35
9784,Mar-90,432,Currant Creek,7915,10.1,1.3,8.0,,,,,1990,Mar,111.08333333333333,40.35
9785,Apr-90,432,Currant Creek,7915,11.4,1.4,6.9,,,,,1990,Apr,111.08333333333333,40.35
9786,May-90,432,Currant Creek,7915,12.8,0.9,0.0,,,,,1990,May,111.08333333333333,40.35
9787,Jun-90,432,Currant Creek,7915,13.7,1.5,0.0,,,,,1990,Jun,111.08333333333333,40.35
9788,Jul-90,432,Currant Creek,7915,15.2,0.8,0.0,,,,,1990,Jul,111.08333333333333,40.35
9789,Aug-90,432,Currant Creek,7915,16.0,0.4,0.0,,,,,1990,Aug,111.08333333333333,40.35
9790,Sep-90,432,Currant Creek,7915,16.4,3.6,0.0,,,,,1990,Sep,111.08333333333333,40.35
9791,Oct-90,432,Currant Creek,7915,0.0,1.3,0.0,,,,,1990,Oct,111.08333333333333,40.35
9792,Nov-90,432,Currant Creek,7915,1.3,1.8,0.0,,,,,1990,Nov,111.08333333333333,40.35
9793,Dec-90,432,Currant Creek,7915,3.1,2.0,0.6,,,,,1990,Dec,111.08333333333333,40.35
9794,Jan-91,432,Currant Creek,7915,5.1,1.8,2.8,,,,,1991,Jan,111.08333333333333,40.35
9795,Feb-91,432,Currant Creek,7915,6.9,0.6,3.8,,,,,1991,Feb,111.08333333333333,40.35
9796,Mar-91,432,Currant Creek,7915,7.5,3.3,4.2,,,,,1991,Mar,111.08333333333333,40.35
9797,Apr-91,432,Currant Creek,7915,10.8,1.5,6.7,,,,,1991,Apr,111.08333333333333,40.35
9798,May-91,432,Currant Creek,7915,12.3,1.4,0.0,,,,,1991,May,111.08333333333333,40.35
9799,Jun-91,432,Currant Creek,7915,13.7,1.6,0.0,,,,,1991,Jun,111.08333333333333,40.35
9800,Jul-91,432,Currant Creek,7915,15.3,0.6,0.0,,,,,1991,Jul,111.08333333333333,40.35
9801,Aug-91,432,Currant Creek,7915,15.9,2.5,0.0,,,,,1991,Aug,111.08333333333333,40.35
9802,Sep-91,432,Currant Creek,7915,18.4,1.9,0.0,,,,,1991,Sep,111.08333333333333,40.35
9803,Oct-91,432,Currant Creek,7915,0.0,1.3,0.0,,,,,1991,Oct,111.08333333333333,40.35
9804,Nov-91,432,Currant Creek,7915,1.3,2.5,0.4,,,,,1991,Nov,111.08333333333333,40.35
9805,Dec-91,432,Currant Creek,7915,3.8,0.9,1.8,,,,,1991,Dec,111.08333333333333,40.35
9806,Jan-92,432,Currant Creek,7915,4.7,0.6,2.2,,,,,1992,Jan,111.08333333333333,40.35
9807,Feb-92,432,Currant Creek,7915,5.3,2.0,2.5,,,,,1992,Feb,111.08333333333333,40.35
9808,Mar-92,432,Currant Creek,7915,7.3,0.9,5.2,,,,,1992,Mar,111.08333333333333,40.35
9809,Apr-92,432,Currant Creek,7915,8.2,0.6,4.5,,,,,1992,Apr,111.08333333333333,40.35
9810,May-92,432,Currant Creek,7915,8.8,1.6,0.0,,,,,1992,May,111.08333333333333,40.35
9811,Jun-92,432,Currant Creek,7915,10.4,0.5,0.0,,,,,1992,Jun,111.08333333333333,40.35
9812,Jul-92,432,Currant Creek,7915,10.9,1.0,0.0,,,,,1992,Jul,111.08333333333333,40.35
9813,Aug-92,432,Currant Creek,7915,11.9,2.1,0.0,,,,,1992,Aug,111.08333333333333,40.35
9814,Sep-92,432,Currant Creek,7915,14.0,0.7,0.0,,,,,1992,Sep,111.08333333333333,40.35
9815,Oct-92,432,Currant Creek,7915,0.0,1.8,0.0,,,,,1992,Oct,111.08333333333333,40.35
9816,Nov-92,432,Currant Creek,7915,1.8,2.5,0.0,,,,,1992,Nov,111.08333333333333,40.35
9817,Dec-92,432,Currant Creek,7915,4.3,3.8,1.8,,,,,1992,Dec,111.08333333333333,40.35
9818,Jan-93,432,Currant Creek,7915,8.1,4.6,6.2,,,,,1993,Jan,111.08333333333333,40.35
9819,Feb-93,432,Currant Creek,7915,12.7,4.4,9.9,,,,,1993,Feb,111.08333333333333,40.35
9820,Mar-93,432,Currant Creek,7915,17.1,1.9,14.6,,,,,1993,Mar,111.08333333333333,40.35
9821,Apr-93,432,Currant Creek,7915,19.0,1.3,14.3,,,,,1993,Apr,111.08333333333333,40.35
9822,May-93,432,Currant Creek,7915,20.3,1.1,5.3,,,,,1993,May,111.08333333333333,40.35
9823,Jun-93,432,Currant Creek,7915,21.4,2.8,0.0,,,,,1993,Jun,111.08333333333333,40.35
9824,Jul-93,432,Currant Creek,7915,24.2,0.9,0.0,,,,,1993,Jul,111.08333333333333,40.35
9825,Aug-93,432,Currant Creek,7915,25.1,1.7,0.0,,,,,1993,Aug,111.08333333333333,40.35
9826,Sep-93,432,Currant Creek,7915,26.8,0.5,0.0,,,,,1993,Sep,111.08333333333333,40.35
9827,Oct-93,432,Currant Creek,7915,0.0,2.9,0.0,,,,,1993,Oct,111.08333333333333,40.35
9828,Nov-93,432,Currant Creek,7915,2.9,1.9,0.0,,,,,1993,Nov,111.08333333333333,40.35
9829,Dec-93,432,Currant Creek,7915,4.8,0.5,2.3,,,,,1993,Dec,111.08333333333333,40.35
9830,Jan-94,432,Currant Creek,7915,5.3,1.4,2.8,,,,,1994,Jan,111.08333333333333,40.35
9831,Feb-94,432,Currant Creek,7915,6.7,3.6,3.9,,,,,1994,Feb,111.08333333333333,40.35
9832,Mar-94,432,Currant Creek,7915,10.3,0.8,7.9,,,,,1994,Mar,111.08333333333333,40.35
9833,Apr-94,432,Currant Creek,7915,11.1,1.8,6.7,,,,,1994,Apr,111.08333333333333,40.35
9834,May-94,432,Currant Creek,7915,12.9,1.3,0.0,,,,,1994,May,111.08333333333333,40.35
9835,Jun-94,432,Currant Creek,7915,14.2,0.0,0.0,,,,,1994,Jun,111.08333333333333,40.35
9836,Jul-94,432,Currant Creek,7915,14.2,0.3,0.0,,,,,1994,Jul,111.08333333333333,40.35
9837,Aug-94,432,Currant Creek,7915,14.5,2.0,0.0,,,,,1994,Aug,111.08333333333333,40.35
9838,Sep-94,432,Currant Creek,7915,16.5,3.0,0.0,,,,,1994,Sep,111.08333333333333,40.35
9839,Oct-94,432,Currant Creek,7915,0.0,3.0,0.0,,,,,1994,Oct,111.08333333333333,40.35
9840,Nov-94,432,Currant Creek,7915,3.0,2.9,0.0,,,,,1994,Nov,111.08333333333333,40.35
9841,Dec-94,432,Currant Creek,7915,5.9,2.0,2.4,,,,,1994,Dec,111.08333333333333,40.35
9842,Jan-95,432,Currant Creek,7915,7.9,3.1,4.4,,,,,1995,Jan,111.08333333333333,40.35
9843,Feb-95,432,Currant Creek,7915,11.0,1.7,7.9,,,,,1995,Feb,111.08333333333333,40.35
9844,Mar-95,432,Currant Creek,7915,12.7,4.7,10.7,,,,,1995,Mar,111.08333333333333,40.35
9845,Apr-95,432,Currant Creek,7915,17.4,3.1,10.9,,,,,1995,Apr,111.08333333333333,40.35
9846,May-95,432,Currant Creek,7915,20.5,4.4,4.4,,,,,1995,May,111.08333333333333,40.35
9847,Jun-95,432,Currant Creek,7915,24.9,2.4,0.0,,,,,1995,Jun,111.08333333333333,40.35
9848,Jul-95,432,Currant Creek,7915,27.3,1.2,0.0,,,,,1995,Jul,111.08333333333333,40.35
9849,Aug-95,432,Currant Creek,7915,28.5,0.5,0.0,,,,,1995,Aug,111.08333333333333,40.35
9850,Sep-95,432,Currant Creek,7915,29.0,0.6,0.0,,,,,1995,Sep,111.08333333333333,40.35
9851,Oct-95,432,Currant Creek,7915,0.0,1.3,0.0,,,,,1995,Oct,111.08333333333333,40.35
9852,Nov-95,432,Currant Creek,7915,1.3,2.0,0.0,,,,,1995,Nov,111.08333333333333,40.35
9853,Dec-95,432,Currant Creek,7915,3.3,3.0,0.7,,,,,1995,Dec,111.08333333333333,40.35
9854,Jan-96,432,Currant Creek,7915,6.3,5.2,1.9,,,,,1996,Jan,111.08333333333333,40.35
9855,Feb-96,432,Currant Creek,7915,11.5,3.5,7.6,,,,,1996,Feb,111.08333333333333,40.35
9856,Mar-96,432,Currant Creek,7915,15.0,2.3,11.3,,,,,1996,Mar,111.08333333333333,40.35
9857,Apr-96,432,Currant Creek,7915,17.3,2.2,12.7,,,,,1996,Apr,111.08333333333333,40.35
9858,May-96,432,Currant Creek,7915,19.5,1.0,4.8,,,,,1996,May,111.08333333333333,40.35
9859,Jun-96,432,Currant Creek,7915,20.5,0.5,0.0,,,,,1996,Jun,111.08333333333333,40.35
9860,Jul-96,432,Currant Creek,7915,21.0,0.4,0.0,,,,,1996,Jul,111.08333333333333,40.35
9861,Aug-96,432,Currant Creek,7915,21.4,0.7,0.0,,,,,1996,Aug,111.08333333333333,40.35
9862,Sep-96,432,Currant Creek,7915,22.1,1.8,0.0,,,,,1996,Sep,111.08333333333333,40.35
9863,Oct-96,432,Currant Creek,7915,0.0,2.6,0.0,,,,,1996,Oct,111.08333333333333,40.35
9864,Nov-96,432,Currant Creek,7915,2.6,3.2,0.9,,,,,1996,Nov,111.08333333333333,40.35
9865,Dec-96,432,Currant Creek,7915,5.8,6.5,2.6,,,,,1996,Dec,111.08333333333333,40.35
9866,Jan-97,432,Currant Creek,7915,12.3,4.6,8.9,,,,,1997,Jan,111.08333333333333,40.35
9867,Feb-97,432,Currant Creek,7915,16.9,1.4,12.2,,,,,1997,Feb,111.08333333333333,40.35
9868,Mar-97,432,Currant Creek,7915,18.3,0.9,13.4,,,,,1997,Mar,111.08333333333333,40.35
9869,Apr-97,432,Currant Creek,7915,19.2,2.2,13.6,,,,,1997,Apr,111.08333333333333,40.35
9870,May-97,432,Currant Creek,7915,21.4,1.5,5.2,,,,,1997,May,111.08333333333333,40.35
9871,Jun-97,432,Currant Creek,7915,22.9,1.5,0.0,,,,,1997,Jun,111.08333333333333,40.35
9872,Jul-97,432,Currant Creek,7915,24.4,0.7,0.0,,,,,1997,Jul,111.08333333333333,40.35
9873,Aug-97,432,Currant Creek,7915,25.1,3.2,0.0,,,,,1997,Aug,111.08333333333333,40.35
9874,Sep-97,432,Currant Creek,7915,28.3,4.4,0.0,,,,,1997,Sep,111.08333333333333,40.35
9875,Oct-97,432,Currant Creek,7915,0.0,2.2,0.0,,,,,1997,Oct,111.08333333333333,40.35
9876,Nov-97,432,Currant Creek,7915,2.2,2.1,0.0,,,,,1997,Nov,111.08333333333333,40.35
9877,Dec-97,432,Currant Creek,7915,4.3,1.4,1.1,,,,,1997,Dec,111.08333333333333,40.35
9878,Jan-98,432,Currant Creek,7915,5.7,3.8,1.9,,,,,1998,Jan,111.08333333333333,40.35
9879,Feb-98,432,Currant Creek,7915,9.5,3.9,4.7,,,,,1998,Feb,111.08333333333333,40.35
9880,Mar-98,432,Currant Creek,7915,13.4,2.5,7.5,,,,,1998,Mar,111.08333333333333,40.35
9881,Apr-98,432,Currant Creek,7915,15.9,1.6,7.9,,,,,1998,Apr,111.08333333333333,40.35
9882,May-98,432,Currant Creek,7915,17.5,1.6,2.9,,,,,1998,May,111.08333333333333,40.35
9883,Jun-98,432,Currant Creek,7915,19.1,2.0,0.0,,,,,1998,Jun,111.08333333333333,40.35
9884,Jul-98,432,Currant Creek,7915,21.1,1.8,0.0,,,,,1998,Jul,111.08333333333333,40.35
9885,Aug-98,432,Currant Creek,7915,22.9,2.1,0.0,,,,,1998,Aug,111.08333333333333,40.35
9886,Sep-98,432,Currant Creek,7915,25.0,1.7,0.0,,,,,1998,Sep,111.08333333333333,40.35
9887,Oct-98,432,Currant Creek,7915,0.0,2.1,0.0,,,,,1998,Oct,111.08333333333333,40.35
9888,Nov-98,432,Currant Creek,7915,2.1,2.0,0.0,,,,,1998,Nov,111.08333333333333,40.35
9889,Dec-98,432,Currant Creek,7915,4.1,1.0,1.0,,,,,1998,Dec,111.08333333333333,40.35
9890,Jan-99,432,Currant Creek,7915,5.1,3.0,2.7,,,,,1999,Jan,111.08333333333333,40.35
9891,Feb-99,432,Currant Creek,7915,8.1,2.9,4.4,,,,,1999,Feb,111.08333333333333,40.35
9892,Mar-99,432,Currant Creek,7915,11.0,0.8,6.3,,,,,1999,Mar,111.08333333333333,40.35
9893,Apr-99,432,Currant Creek,7915,11.8,3.5,4.2,,,,,1999,Apr,111.08333333333333,40.35
9894,May-99,432,Currant Creek,7915,15.3,2.5,0.0,,,,,1999,May,111.08333333333333,40.35
9895,Jun-99,432,Currant Creek,7915,17.8,0.9,0.0,,,,,1999,Jun,111.08333333333333,40.35
9896,Jul-99,432,Currant Creek,7915,18.7,1.4,0.0,,,,,1999,Jul,111.08333333333333,40.35
9897,Aug-99,432,Currant Creek,7915,20.1,2.8,0.0,,,,,1999,Aug,111.08333333333333,40.35
9898,Sep-99,432,Currant Creek,7915,22.9,1.3,0.0,,,,,1999,Sep,111.08333333333333,40.35
9899,Oct-99,432,Currant Creek,7915,0.0,0.3,0.0,,,,,1999,Oct,111.08333333333333,40.35
9900,Nov-99,432,Currant Creek,7915,0.3,0.4,0.0,,,,,1999,Nov,111.08333333333333,40.35
9901,Dec-99,432,Currant Creek,7915,0.7,1.7,0.2,,,,,1999,Dec,111.08333333333333,40.35
9902,Jan-00,432,Currant Creek,7915,2.4,4.1,1.3,,,,,2000,Jan,111.08333333333333,40.35
9903,Feb-00,432,Currant Creek,7915,6.5,3.5,3.5,,,,,2000,Feb,111.08333333333333,40.35
9904,Mar-00,432,Currant Creek,7915,10.0,1.5,5.5,,,,,2000,Mar,111.08333333333333,40.35
9905,Apr-00,432,Currant Creek,7915,11.5,0.5,6.4,,,,,2000,Apr,111.08333333333333,40.35
9906,May-00,432,Currant Creek,7915,12.0,0.5,0.0,,,,,2000,May,111.08333333333333,40.35
9907,Jun-00,432,Currant Creek,7915,12.5,1.4,0.0,,,,,2000,Jun,111.08333333333333,40.35
9908,Jul-00,432,Currant Creek,7915,13.9,0.1,0.0,,,,,2000,Jul,111.08333333333333,40.35
9909,Aug-00,432,Currant Creek,7915,14.0,1.7,0.0,,,,,2000,Aug,111.08333333333333,40.35
9910,Sep-00,432,Currant Creek,7915,15.7,1.9,0.0,,,,,2000,Sep,111.08333333333333,40.35
9911,Oct-00,432,Currant Creek,7915,0.0,3.1,0.0,,,,,2000,Oct,111.08333333333333,40.35
9912,Nov-00,432,Currant Creek,7915,3.1,1.5,0.5,,,,,2000,Nov,111.08333333333333,40.35
9913,Dec-00,432,Currant Creek,7915,4.6,2.2,0.7,,,,,2000,Dec,111.08333333333333,40.35
9914,Jan-01,432,Currant Creek,7915,6.8,1.6,2.2,,,,,2001,Jan,111.08333333333333,40.35
9915,Feb-01,432,Currant Creek,7915,8.4,2.0,3.0,,,,,2001,Feb,111.08333333333333,40.35
9916,Mar-01,432,Currant Creek,7915,10.4,1.4,4.7,,,,,2001,Mar,111.08333333333333,40.35
9917,Apr-01,432,Currant Creek,7915,11.8,1.9,4.1,,,,,2001,Apr,111.08333333333333,40.35
9918,May-01,432,Currant Creek,7915,13.7,0.6,0.0,,,,,2001,May,111.08333333333333,40.35
9919,Jun-01,432,Currant Creek,7915,14.3,0.4,0.0,,,,,2001,Jun,111.08333333333333,40.35
9920,Jul-01,432,Currant Creek,7915,14.7,1.1,0.0,,,,,2001,Jul,111.08333333333333,40.35
9921,Aug-01,432,Currant Creek,7915,15.8,2.1,0.0,,,,,2001,Aug,111.08333333333333,40.35
9922,Sep-01,432,Currant Creek,7915,17.9,0.6,0.0,,,,,2001,Sep,111.08333333333333,40.35
9923,Oct-01,432,Currant Creek,7915,0.0,1.6,0.0,,,,,2001,Oct,111.08333333333333,40.35
9924,Nov-01,432,Currant Creek,7915,1.6,3.1,0.0,,,,,2001,Nov,111.08333333333333,40.35
9925,Dec-01,432,Currant Creek,7915,4.7,2.0,1.2,,,,,2001,Dec,111.08333333333333,40.35
9926,Jan-02,432,Currant Creek,7915,6.7,1.0,2.2,,,,,2002,Jan,111.08333333333333,40.35
9927,Feb-02,432,Currant Creek,7915,7.7,1.0,3.2,,,,,2002,Feb,111.08333333333333,40.35
9928,Mar-02,432,Currant Creek,7915,8.7,1.5,3.6,,,,,2002,Mar,111.08333333333333,40.35
9929,Apr-02,432,Currant Creek,7915,10.2,0.8,3.4,,,,,2002,Apr,111.08333333333333,40.35
9930,May-02,432,Currant Creek,7915,11.0,0.5,0.0,,,,,2002,May,111.08333333333333,40.35
9931,Jun-02,432,Currant Creek,7915,11.5,0.1,0.0,,,,,2002,Jun,111.08333333333333,40.35
9932,Jul-02,432,Currant Creek,7915,11.6,1.6,0.0,,,,,2002,Jul,111.08333333333333,40.35
9933,Aug-02,432,Currant Creek,7915,13.2,0.1,0.0,,,,,2002,Aug,111.08333333333333,40.35
9934,Sep-02,432,Currant Creek,7915,13.3,3.2,0.0,0.0,49.0,77.0,29.0,2002,Sep,111.08333333333333,40.35
9935,Oct-02,432,Currant Creek,7915,0.0,2.0,0.0,0.0,37.0,62.0,6.0,2002,Oct,111.08333333333333,40.35
9936,Nov-02,432,Currant Creek,7915,2.0,2.1,0.2,3.0,28.0,54.0,1.0,2002,Nov,111.08333333333333,40.35
9937,Dec-02,432,Currant Creek,7915,4.1,1.5,1.7,8.0,22.0,48.0,-5.0,2002,Dec,111.08333333333333,40.35
